threshold,SDH2,SDH1,SDH4,YJL045W,SDH3,GDH1,GDH2,GDH3,AAT2,AAT1,SHH4,FUM1,SHH3,IDH2,IDH1,MDH3,MDH1,MDH2,IDP1,GLT1,SDH5,IDP3,ALT2,NIT3,ALT1,GLN1,CYT1,QCR2,RIP1,QCR9,COR1,QCR8,QCR6,QCR7,ACO1,PGI1,NQM1,TAL1,TKL2,TKL1,TPI1,ZWF1,PYC2,PYC1,CIT3,CIT1,PGK1,FBA1,GPM1,ENO2,LSC1,OSM1,COX6,COX12,COX2,COB,COX4,COX13,COX1,TCM62,QCR10,ATP7,ATP15,ATP18,ATP16,ATP4,ATP6,ATP3,ATP1,PDA1,PDB1,KGD2,LPD1,PDX1,AIM22,IRC15,MAE1,YMR31,CDC19,ENO1,PYK2,PTC5,YND1,AMD1,APT2,APT1,HPT1,ADE13,HAM1,ATP2,ADE12,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,HSP104,FES1,SIS1,ACS1,LYS20,MLS1,ACS2,LAT1,DAL7,HFA1,ACH1,LYS21,ACC1,LSC2
824,0.05057442560649643,0.04740998076436433,0.04513455113166652,0.04513455113166652,0.04513455113166652,0.04506817923726988,0.04506817923726988,0.04506817923726988,0.04385646816734866,0.04385646816734866,0.04111913443798844,0.04111913443798844,0.04111913443798844,0.04016941458907302,0.04016941458907302,0.03750396333215451,0.03750396333215451,0.03732104935600681,0.0371310219735853,0.03595599284792743,0.034837171935444264,0.03441242606851541,0.03198041880625027,0.026777234566137946,0.026574991477344954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,0.050606517336585596,0.04744006451297793,0.04516319101863001,0.04516319101863001,0.04516319101863001,0.045121097145556,0.045121097145556,0.045121097145556,0.04376450431327934,0.04376450431327934,0.041145226363859276,0.041145226363859276,0.041145226363859276,0.04022260012279432,0.04022260012279432,0.03754485415621808,0.03754485415621808,0.03736106954185696,0.03717792301359168,0.035264921174475085,0.03485927767575501,0.03445117949364757,0.032061940636431294,0.026784817813666303,0.02663982803229335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,0.05060982372571133,0.047443164021137865,0.04516614176670608,0.04516614176670608,0.04516614176670608,0.04569369834451405,0.04569369834451405,0.04569369834451405,0.04432947852287981,0.04432947852287981,0.04114791459723682,0.04114791459723682,0.04114791459723682,0.04081480981870423,0.04081480981870423,0.03804344239385061,0.03804344239385061,0.03376258493795473,0.0381469865928389,0.03556641312243123,0.03486155521514528,0.03258290494137459,0.03275876751910225,0.02467293809403796,0.02719613623402576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,,,,0.0592619570933725,0.0592619570933725,0.0592619570933725,0.06045881285916121,0.06045881285916121,,0.042507744427182415,,0.05862192118462108,0.05862192118462108,0.05166297216895129,0.05166297216895129,0.048026453214309095,0.054246687604003835,0.04535277113088464,,0.04376803620305027,0.047213838668103345,,0.039354205774323206,0.025526804474264708,0.017389011925189466,0.017083057289307608,0.01702675391080912,0.01677809296758665,0.016692950706536286,0.016649395759759107,0.016559941250304428,0.016550970988801064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,0.0591040999459465,0.0591040999459465,0.0591040999459465,0.06111918065689686,0.06111918065689686,,0.042425869402429144,,0.058456327989249934,0.05845632798924992,0.051528724749650846,0.051528724749650846,0.04790896548217235,0.05410386281073614,0.04514540466744284,,0.04367257341226529,0.047110393592007034,,0.039288486952229786,0.025581763562373894,0.01760479315762794,0.01700478304884118,0.017117827484854447,0.016864801360883915,0.01662296964164388,0.016737847442215202,0.016649351676931445,0.016639539675910725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,,,,,,0.05533177164958247,0.05533177164958247,0.05533177164958247,0.05734775912758567,0.060083080890878465,,0.0429723740057474,,0.05755915458384839,0.05755915458384839,0.05115914599068899,0.05115914599068899,0.04768502714817071,0.05341971978556238,0.042332956712411704,,0.04331359078936286,0.043101874193307674,,0.03934265268925707,0.023433813089212576,0.01802965123313532,0.017414403369271914,0.017529226948806407,0.01727118474477786,,0.017140632582888712,0.017050296723515896,0.01704018394756699,0.04205965592071829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,,,,,,0.05535776825820387,0.05535776825820387,0.05535776825820387,0.05737470291060413,0.0601113098141918,,0.04299256378017998,,0.057586197687108695,0.05758619768710869,0.05118318216838717,0.05118318216838717,0.047707431075442765,0.0534448180520109,0.042352846068465726,,0.043333940878184686,0.043122124811006086,,0.03936113710632159,0.023444823032491558,0.017974984355105028,0.017358969640331064,0.01745938179298524,0.01721644012038847,,0.017071568919983345,0.01699599571279616,0.016985480572453544,0.04207941687145461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,0.05335715214684008,0.05335715214684008,0.05335715214684008,0.05530119527763241,0.0579389018816948,,0.04143882311335466,,0.055505046685000926,0.055505046685000926,0.04933343457019407,0.04933343457019407,0.045983296265742164,0.05151333548997836,0.04082222464219235,,0.04176786292711169,0.04156370184043495,,0.037938635305143284,0.022597532902078388,,,,,,,,,0.04055867710902119,0.022504302315184067,0.021938371512085955,0.021901350353438032,0.02181343389654939,0.0217656156104888,0.021689065469117134,0.021215255137842278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,0.053180527022927866,0.053180527022927866,0.053180527022927866,0.05489585206367978,0.05736565383154497,,0.03957696153555065,,0.05334372943044537,0.05334372943044537,0.049333182670942013,0.049333182670942013,0.044367036665194766,0.04956976977348957,0.04113348435144837,,0.04012826267544093,0.03980148161620416,0.028111015610465414,0.03637721702321452,,,,,,,,,,0.03863285398847522,0.02431574249685337,0.023712168447334522,0.023664393894800073,0.023577120413113165,0.023517740950555484,0.02343472951513915,0.022923109875937583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,0.053142997480083054,0.05314299748008307,0.05314299748008307,0.05485711201450468,0.05732517084117593,,0.03954903204036204,,0.05330608471552373,0.05330608471552373,0.049298368202256485,0.049298368202256485,0.04433572680994069,0.04953478834508592,0.04110445641679368,,0.04009994412657217,0.03977339367700495,0.028091177643002087,0.03635154559043125,,,,,,,,,,0.03860559075078011,0.024730742534833792,0.023768654931250223,0.02358806497480592,0.02362289919846037,0.023474848071983016,0.023001782260236078,0.023547171496967403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,0.05278254980264909,0.05278254980264909,0.05278254980264909,0.05368528197870053,0.055886417672055606,,0.03903714854640109,,0.04978987647199577,0.049789876471995766,0.05078841723156981,0.05078841723156981,0.046018887920084996,0.04614917921837485,0.03975952529962927,,0.03692483396468554,0.03666792140644462,0.031326177434686,0.033591095032958325,,,,,,,,,,0.03575448700254274,0.02399839340223725,0.023465418903843675,0.023376670332284376,0.02332928924526942,0.02325111689465795,,,0.03656240366514013,0.031711515264925154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,0.05106056545813649,0.05106056545813649,0.05106056545813649,0.05211041920680626,0.05211041920680626,,0.03674177523985845,,0.046431992562195566,0.046431992562195566,0.04861713405179109,0.04861713405179109,0.04488278235816372,0.03635472990442224,0.04024382326602578,,0.029530110916425108,,0.028542135473766217,,,,,,,,,,,,0.02938683179606528,0.028657264112132184,0.028594759608558496,0.028493923226603886,0.028443621856752095,0.02840511720642953,,0.038511623715124114,0.03408166735969247,0.04674626358582135,0.04488278235816371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,,,,0.053887105551399354,0.053887105551399354,0.053887105551399354,0.05531841385975162,0.05531841385975162,,0.03702429538481967,,0.04826269560000357,0.04826269560000357,0.05047941277421841,0.05047941277421841,0.04562773380356611,0.04269337141137851,0.040877526181976626,,0.03126756426357129,0.029715249575768845,0.03321541133659044,0.02935782962609501,,,,,,,,,,,0.02933833614514676,0.028223217534252377,,0.028055766921744583,0.02791237831132397,0.027364537467431668,0.027210348776406167,0.03849808292052366,0.033835989217259055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,0.053999663344819135,0.053999663344819135,0.053999663344819135,0.05554030390904961,0.05554030390904961,,0.038869144440066804,,0.05068175862108917,0.05068175862108918,0.05032336138232635,0.05032336138232635,0.045288464618128355,0.04482569552182066,0.04263743860884896,,0.03285957546614144,0.031200956466996714,0.03187808359436137,0.030814897209984083,,,,,,,,,,,0.027983548437759267,0.027066528908027757,0.026351958093701666,0.02690974770045978,0.027069343965156666,0.027052263839755154,,0.037402259156464605,,,,0.02670025611293894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,0.053918815203733116,0.053918815203733116,0.053918815203733116,0.055457149125329466,0.05545714912532945,,0.03881094966848987,,0.05060587803743961,0.05060587803743961,0.050248017389994765,0.050248017389994765,0.04522065885879177,0.04475858261904782,0.042573601958050176,,0.032810378203996515,0.031154242484460297,0.03183035581903189,0.030768761234260034,,,,,,,,,,,0.02856865624235274,0.027240679994309805,,0.027078255022171507,0.02713491632546872,0.02716879916860742,,0.037346260601327175,,,,,0.026792402765625258,0.026363964317282072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,,,,,0.05294438362525222,0.052944383625252216,0.052944383625252216,0.054375885597898,0.054375885597898,,0.03843934858283365,,0.05240115619138282,0.05240115619138282,0.049299036645377395,0.049299036645377395,0.044705857055303125,0.0434866828420876,0.04211220742799429,,0.035299817609019936,0.030234388174721336,0.028024796550487112,0.029659448817898885,,,,,,,,,,,0.028460949267974364,0.027137979636361328,,0.026976167024222196,0.027032614708177614,0.027066369809273173,,,,0.047422103012660435,,,0.02669139246210478,0.026264569273806975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,,,,,,0.052313801032272664,0.052313801032272664,0.052313801032272664,0.0536095499671024,0.053609549967102404,,0.03845166238277495,,0.04943806322081896,0.04943806322081896,0.04913673963277928,0.049136739632779286,0.04477055352837119,0.04101421520097343,0.042152527173688094,,0.03323909349818195,0.028441035902644282,0.02927289748479044,0.027915731955361622,,,,,,,,,,,0.029379876910282682,0.028025968496178985,,0.027852235864716347,0.027877661089342053,0.027885111165800582,,0.03737783653532168,,0.04725173929119324,,,,0.02778174478215917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,,,,,,0.052553142424771944,0.052553142424771944,0.052553142424771944,0.05376566628821562,0.05376566628821562,,0.03695234385897086,,0.047479479487814405,0.047479479487814405,0.049587758530303616,0.049587758530303616,0.04535026173499274,0.039339850080274505,0.040731482741842476,,0.031923098027063085,,0.030738083707710914,,,,,,,,,,,,0.029251582099254006,0.027903585875479347,,0.027730611892366096,0.027755926091190066,0.02776334363496801,,0.038597740178632066,0.03390034248481493,0.04767721562416476,,,0.027398867453989045,0.027660428627303987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,,,,,,0.05122184321472211,0.05122184321472211,0.05122184321472211,0.05227444715779487,0.05227444715779487,,0.03686068969023438,,0.0465799649533969,0.04657996495339689,0.048771778057138365,0.048771778057138365,0.0450272248156728,0.03646156126137199,0.040373780030227194,,0.029628614888791416,,0.02862650006736147,,,,,,,,,,,,0.02939959273837065,0.02811558916494129,,0.02794039402301942,0.027957643984717093,0.02789768216937459,,0.038636749280651715,0.03419342102615997,0.047083969753222515,0.0450272248156728,,,0.02785145230938409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,0.04880689264768353,0.04880689264768353,0.04880689264768353,0.04993209145772947,0.05186764479502454,,0.038180985172255134,,0.04656892687674773,0.04656892687674773,0.0489312941108017,0.0489312941108017,0.04538781885197247,0.036761561001154665,0.038452618534510825,,0.029997308635073737,,,,,,,,,,,,,0.03471227483531112,0.030593065254642976,0.029497839241455766,,0.02931431890371875,0.02909654982985096,0.029027445852061975,,0.0365601560157667,0.032514641755151355,0.046912868528589384,0.04479040628339767,,,0.028979285134183068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,0.05369837264290785,0.05369837264290785,0.05369837264290785,0.05518121804581453,0.05518121804581453,,0.038832381812919925,,0.05241645469261927,0.05241645469261927,0.0499303195129627,0.04727946478136935,0.04543206344354181,0.04089923924323348,0.042593879224181785,,0.03600348447256068,0.030857318100607444,0.028503008411706877,0.03010769056480483,,,,,,,,,,,0.02772116224527289,0.0267406852307481,,0.026573584770111736,0.026367850056063843,0.026237645823108814,,,,0.048231179139956636,,,,0.025734191589822215,0.025664388171435806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,0.0506711108129737,0.0506711108129737,0.0506711108129737,0.05218704829554197,0.054628687562332155,,0.039671727629872804,,0.05201816552264912,0.05201816552264912,0.049435459362979724,0.04687501407228131,0.04522658929034883,0.040947624845721564,0.040094832571432634,,0.03615653429684536,0.03150923130630145,0.026362260282711852,0.030814288403316608,,,,,,,,,,0.03904782809237577,0.028204979356210712,0.027601516782598555,,0.027416188561253094,0.02683564164346264,0.026677257505543776,,,,0.04809176437994978,,,,0.02616586227470012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,0.050622570633193816,0.05062257063319382,0.05062257063319382,0.05217950400587927,0.05462841061034936,,0.04034094088381493,,0.052212228357591046,0.05045015010436984,0.050634047330078556,0.048061771535517314,0.04638276669416266,0.0409002890724632,0.04042583729617445,,0.036216629784547594,0.028017532256409,0.026696926889126782,0.02730612338622801,,,,,,,,,,0.038938891404752866,0.028784301390769082,0.028168443872225057,,0.027979309063365553,0.027386837881517922,0.027225200579685617,,,,0.04849284426116172,,,,0.02670330144022872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,0.05520930828236238,0.055209308282362396,0.05520930828236238,0.05001754401451754,0.05664475012890994,,0.03941012788118966,,0.05071336647995209,0.04886464807948271,0.051714023531963714,0.04892946537934285,0.04694891622732741,0.0418396411084093,0.0444524220845618,,0.03696335100855871,0.027777931162222318,0.029758907016084964,0.02718736589552223,,,,,,,,,,,0.027344751341723695,0.026759693866195797,,0.02658001799885006,0.026017177271023453,0.025863623715349223,,,,0.04991904404644861,,,,0.025367825606506286,0.025297481308770558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,,,,0.05711180826101051,0.05711180826101051,0.05711180826101051,0.05174113699874717,0.05859671510118631,,0.040768191761813136,,0.05246093734520972,0.050548512536765955,0.05349607680751256,0.0506155634257696,0.04856676500860942,0.04328142545224291,0.04598424225579465,,0.0382370995247489,0.028735152237565866,0.030784392060620114,0.028124236228531885,,,,,,,,,,,0.02314437820838491,0.022649190253737125,,0.022497114040762968,0.022020730163173078,0.0218907636652754,,,,0.05163924274458813,,,,0.021471124122656705,0.021411585273271937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,0.0880270020006256,0.08816682568499196,0.08816682568499196,0.08816682568499196,0.08449059341216349,,,,,,0.0757786577340589,,0.08449059341216349,,,,,,,,0.033075071953434815,,,,,,0.018741714110069682,0.01836588585162269,0.01826109582309811,0.018332340347436527,0.017677534264692586,0.017908557768296782,0.018071892281766595,0.018035206463563845,,,,,,,,,,,,,,,,,0.08449059341216349,0.020808948217421866,0.017713210526678663,0.0175784322729898,0.01691363092053308,0.01691254836077569,0.016867667358745196,0.016508826997261652,0.01644951945546164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,0.08302998821039904,0.08632765111254923,0.08355544797240502,0.08355544797240502,0.08252936065438188,,,,,,0.07160539900121012,,0.07975715751423766,,,,,,,,0.03448482365174358,,,,,,0.020473263318277177,0.02006271224208182,0.01994824065028858,0.020026067464751735,0.019310763769705853,0.019563131562439308,0.019741556571144004,0.019701481345809742,,,,,,,,,,,,,,,,,0.07975715751423766,0.019437753929027825,0.01934973616580384,0.01920250573313667,0.018476283304213786,0.018475100726630937,0.018426073163454907,0.018034079498055276,,0.025168816951609406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,0.10242457353281165,0.1007334352174657,0.1007334352174657,,0.09707596415831173,,,,,,0.08576904427120476,,0.0970759641583117,,,,,,,,0.029035499132561992,,,,,,0.017627240813474995,0.01728202966893325,0.017183289208593633,0.017100160047116578,0.016639493999097026,0.016861526932196665,0.01701209470098824,0.01682666553846856,,,,,,,,,,,,,,,,,0.09707596415831173,0.02769812558783468,0.016383719241288452,0.016260711027816708,0.015686168044482373,0.01593536096812702,0.015607402010169663,0.015268448513533473,0.015250602567231689,,0.015453081284201977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0.0980495309648327,0.09643062924137853,0.0964306292413785,,0.09292938623398031,,,,,,0.08210543888083245,,0.09292938623398031,,,,,,,,0.02779525433284329,,,,,,0.019744503403835455,0.019356604709092,0.01924675924754049,0.01915233215254993,0.018635660388020225,0.018884277012811475,0.019053437747273378,0.01884555962384862,,,,,,,,,,,,,,,,,0.09292938623398031,0.026515006397583092,0.018348822101640763,0.01821169828873619,0.01758478109881097,0.017845947786196262,0.01747656789223277,0.01709649256996752,0.017096174378951855,,0.01730573383770258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,0.1015921760490985,0.09991478149884477,0.09991478149884477,,0.09628703445611947,,,,,,0.08507200513138385,,0.09628703445611948,,,,,,,,0.028799529622681064,,,,,,0.01747529788673097,0.017121659088825524,0.017221158148084743,0.01693720386330971,0.01674339143488988,0.016693684537051175,0.016847885307495574,0.01665849365177174,,,,,,,,,,,,,,,,,0.09628703445611947,0.027473024821020174,,,,,,,,,,0.016618606380299217,0.016579316815901437,0.016579316815901437,0.016579316815901437,0.016579316815901437,0.016579316815901437,0.016579316815901437,0.016579316815901437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,0.05488821966042869,0.05488821966042869,0.05488821966042869,0.04954678083806368,0.056532509226142245,,0.04092144705127187,,0.05240612678768272,0.050466794962004666,0.0512451945164238,0.048319434205905364,0.048319434205905364,0.04308503578253952,0.04384899655748467,,0.03808448950578423,0.028558593658796275,,0.027925641414357463,,,,,,,,,,,0.02671226305242932,0.026773458424106646,,0.02659822127390604,0.025521575121986422,0.02522422509698946,0.024762539861098422,,,0.05145473568857335,,,0.024447381539214264,0.02458046224804806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024195815770775043,0.024231275802468203,0.02138353530896085,0.024073281298315284,0.023117621728438256,0.022863836809817656,0.022430844471349375,0.04026443708629498,0.04208527864679948,,,0.021731840621349106,0.022161690468857815,0.022270217558851876,0.021032216469202215,,,,,,,,,,,,,,,,,,,,0.10163173923433154,0.09272643436108687,0.08143055273853363,0.07505233002218083,0.06927870941991171,0.0619723825604727,0.05021132227099486,0.04026443708629498,0.03369094362054993,0.021134220072419063,0.02061757926745198,0.020147457304291724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023822825032337125,0.02426533617037514,0.02154882059982338,0.024108563815024835,0.022483861805526265,0.022909419168309006,0.022427957262289966,0.04041241408522591,0.04223994747328718,,,0.021767365369188003,0.021799920494825695,0.02190304624816638,0.020689995202863028,,,,,,,,,,,,,,,,,,,,0.10200524898279259,0.09306721596568032,0.08172982052140887,0.07532815701401617,0.06953331761144796,0.06220013905855175,0.05039585535576371,0.04041241408522591,0.033814762183254174,0.02084111615392177,0.02028241233665882,,0.02001006800403592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,0.05495296932337636,0.054952969323376365,0.054952969323376365,0.04992964514545569,0.05660058598441264,,0.04198966110402503,,0.051192844755033794,0.051192844755033794,0.049815785529877345,0.049815785529877345,0.049815785529877345,0.037559720667181655,0.04258610247037178,,0.03350528530437387,0.02366109443360579,,0.02610831123509483,,,,,,,,,,,,,,,,,,,,0.05251147129987,0.049815785529877345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02727394360953273,0.025188891922135494,0.02422368334107638,0.02422368334107638,0.023670313708100858,0.022316790854705604,0.022143075979275218,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,0.05769087067150283,0.05769087067150283,0.05769087067150283,0.05241727128173923,0.059420575924529484,,0.044081696369081755,,0.05374340681555583,0.053743406815555846,0.05229773888088964,0.05229773888088964,0.05229773888088964,0.039431044657788746,0.044707854011748156,,0.03517460667014734,0.02483995233965818,,0.02740909591348461,,,,,,,,,,,,,,,,,,,,0.05512773080020713,0.05229773888088964,,,,,,,,,,,,,,,,0.018234255837490942,,0.018234255837490942,0.018234255837490942,0.018234255837490942,0.018234255837490936,0.018234255837490942,,,,,,,,,,,,,,,,,,,,,,0.018234255837490942,,,,,,,,,,,,,,,,,,,,,
859,,,,,,0.05571086114428216,0.05571086114428216,0.05571086114428216,0.05054320723782494,0.05763950647527127,,0.041652783773106876,,0.051362537659261,0.051362537659261,0.04957297948926536,0.049572979489265354,0.049572979489265354,0.04044183001089945,0.042015974337922216,,0.036006890049571354,0.02563053108127777,,0.02842427950677882,,,,,,,,,,,,,,,,,,,,0.052328606244902515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02958297222795769,0.027330324138721673,0.026289747120837332,0.026289747120837332,0.025658322102437507,0.02382822086005909,0.024025094802917247,,0.023735365689512275,,,,,,,,,,,,,,,,,,,,
860,,,,,,0.05724602231652361,0.05724602231652361,0.05724602231652361,0.052738105993613275,0.060132518684817046,,0.0432709416306307,,0.052564507745350444,0.052564507745350444,0.048398820907531045,0.048398820907531045,0.048398820907531045,0.04174186190542795,0.032419982970923085,,0.037801484554328454,0.027077594634920987,,0.030013578620273842,,,,,,,,,,,,,,,,,,,,0.05362331498310505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02851977543769729,0.026344154658018797,0.02534076470507981,0.025340764705079805,0.02474576747566621,0.022964374190839763,0.023170459226623957,,0.022691010460089072,,,,,,,,,,,,,,,,,,,,
861,,,,,,0.06564267684504828,0.06564267684504828,0.06564267684504828,0.06625478778265938,0.06625478778265938,,0.04598664259699407,,0.05088481884989606,,0.05109556479034996,,0.05109556479034996,0.05372144114552418,0.03444665454481665,,0.04190523175705674,0.03974171649082878,,0.044387482914454955,,,,,,,,,,,0.025169556755728045,0.025260174753487637,0.022251784382168408,0.025093106500777635,0.023264342936922786,0.023776680106010455,0.022226131912405786,,,,,,0.023050774186428886,0.023318096098554807,0.02187067347422426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022015954912556306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,0.06197800074984007,0.06197800074984007,0.06197800074984007,0.061907444047314346,0.061907444047314346,,0.04446942207578098,,0.049794836902709985,,0.04983230560958427,,0.04983230560958427,0.04688170685857501,0.03487348051387091,,0.04159428989413306,0.03426636316161491,,0.0380328248289113,,,,,,,,,,,0.02227733056542187,,,,,,,,,0.05685003698158846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02828626434863916,0.026617903651721182,0.025929656506825438,0.02496563484619304,0.023984045452601525,0.023588096658372304,0.023310963511032724,0.022555838806370063,0.02230780287232064,,,,,,,,,,,
863,,,,,,0.05730615993170955,0.05730615993170955,0.05730615993170955,0.053985783164127506,0.053985783164127506,,,,0.043173312435745716,,0.04284151712205765,,0.04284151712205765,0.04028860479838366,0.03272016188830056,,0.038918294247980115,0.02855556631269161,,0.0319354898787523,,,,,,,,,,,,,,,,,,,,0.04969193644469495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03742882212304682,0.03500305906509728,0.0348094207242048,0.034707311093202985,0.03424811626539972,0.0338824975005632,0.03319949536687339,0.032775753137201394,0.032520830869885234,0.031194794381672584,0.02937345309880481
864,,,,,,0.06784733513922084,0.06784733513922084,0.06784733513922084,0.06391619203685489,0.06391619203685486,,0.02717810709099582,,0.051114822584325766,0.02717810709099582,0.050721995218607235,0.02717810709099582,0.050721995218607235,0.04769948772182568,0.038738868423404835,,0.04607711554981428,0.03380821677837446,,0.03780986000843463,,,,,,,,,,0.02717810709099582,,,,,,,,,,0.058832514160742574,0.02717810709099582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021849095206756566,0.01975548726527474,0.019460971620314696,0.019460971620314696,0.018938657065346563,,0.017745016611504665,,,,,,,,,,,,,,,,,,,,,,
