threshold,PTC6,PTC5,UTH1,CDC42,HOG1,KSS1,STE11,BNI1,FUS3,BEM1,RHO1,CDC24,PBS2,CLA4,SHO1,BEM2,STE7,PTP2,RGA1,ACT1,RDI1,PTC1,STE5,RSR1,STE50,PTP3,SSK1,PDA1,PDB1,IRC15,PDX1,MAE1,PGI1,TAL1,TKL1,TPI1,NQM1,TKL2,ZWF1,PGK1,FBA1,GPM1,ENO2,CDC19,ENO1,PYK2,PFK1,ERR3,TDH1,ERR1,TDH3,TDH2,MLS1,AIM22,SLT2,GIC2,SPA2,STE20,KGD2,PKP2,ILV2,PYC2,HSP82,HSC82,AHA1,STI1,SBA1,HSP104,CPR6,FES1,PYC1,LPD1,LSC1,YMR31,KGD1,SIS1,BTN2,HSP78,HSP26,CUR1,YJL144W,MDH1,CIT3,IDH1,IDH2,ACO1,FUM1,CIT1,ICL2,CYT1,QCR2,RIP1,MBF1,MDH3,IDP3,ATP18,ATP15,ATP6,ATP2,ATP16,MDH2,CIT2,IDP1,TOM40,TOM22,TOM70,PTC7,ACS1,TIM8,TOM7,TIM54,TOM20,TIM22
832,0.022619208098557813,0.025230956128792517,,,,,,,,,,,,,,,,,,,,,,,,,,0.10590874095015952,0.09333392591943852,0.060828737937230995,0.08181225288021533,0.04012636833267855,0.023125408980899244,0.022505945980188142,0.02236647216751933,0.02228752440787997,0.022551381815280633,0.022422944815101042,0.021800950189522154,0.02165640703407936,0.021241450667845753,0.021258279518124187,0.0210595293856905,0.019886460155331815,0.020455846809218314,0.01942406696215435,,,,,,,,0.07307925982559907,,,,,0.08181225288021532,,,0.04012636833267855,,,,,,,,,,0.07307925982559907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,0.022323171646359198,0.024900737550608832,,,,,,,,,,,,,,,,,,,,,,,,,,0.10452262487610887,0.09211238694342457,0.06003262148203973,0.08074150765414444,0.03960120106470605,0.023990823599403185,0.02288233380234139,0.022772504235345208,0.02231359207674166,0.02305752068897761,0.022916125821070266,0.02284266381621752,0.022051983867394664,0.021980302712301,0.02223078165344055,0.021822007927685738,0.020502280795427125,0.021822007927685745,0.019992490005028285,,,,,,,,0.07212281056734893,,,,,0.08074150765414444,,,0.03960120106470605,,,,,,,,,,0.07212281056734893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0.02372616453877244,0.026513016166176896,,,,,,,,,,,,,,,,,,,,,,,,,,0.10673453965629656,0.09322764155672354,0.06499399335477105,0.08813949755547588,0.034542629119317644,0.022851269053740155,0.022259264376165114,0.022139712398841667,0.021677268763666768,0.02234377076177372,0.022214148107367864,0.02157771012497845,0.021385563570058125,0.021003510404261995,0.020618287529121933,0.020820554445947128,0.019651555442113045,0.020218278049640135,0.019191668225763788,0.018898700541146674,,,,,,,0.07856587935120175,,,,,0.08813949755547588,,,,,,,,,,,,,0.07856587935120175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,0.02365881144360302,0.026437751843612207,,,,,,,,,,,,,,,,,,,,,,,,,,0.10643154497733834,0.09296298983840938,0.06480949043552714,0.08788928990150224,0.034444570582183524,0.02282141480841269,0.022206302295613014,0.022088930768422846,0.022059028579470927,0.0222548424449339,0.022127994129685646,0.021530892746293776,0.02176437812991774,0.021393155560932766,0.02101195620497295,0.02121357516217044,0.020057975827701927,0.020224185850787318,0.019185948806986593,0.018849981788617073,,,,,,,0.07834284898570112,,,,,0.08788928990150224,,,,,,,,,,,,,0.07834284898570112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,0.02354197110953706,0.026307187560418013,,,,,,,,,,,,,,,,,,,,,,,,,,0.10590592697239536,0.09250388702953065,0.06448942522298752,0.0874552438372107,0.03427446418680629,0.023475752777084836,0.02170467931234684,0.022334739414508416,0.021896371807402906,0.022583464656280368,0.022449475149780875,0.021772994136166568,0.021596424135033217,0.021586657722908596,0.021187339914640915,0.021400692984978077,0.02023378560116009,0.02077617559988115,0.019753404023227842,0.019402795924688767,,,,,,,0.07795594854190713,,,,,0.0874552438372107,,,,,,,,,,,,,0.07795594854190713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,0.022859886734601136,0.026228051217867202,,,,,,,,,,,,,,,,,,,,,,,,,,0.10606457207732164,0.0927634425598117,0.06466566538592788,0.08770140327759904,0.03435679191859255,0.023197733444153032,0.021845181676971467,0.022439878459605336,0.02242571941908415,0.02243754484044151,0.02230757673899419,0.02104679769387503,0.02213391291587648,0.021742643987454503,0.021351236832709973,0.021561237613112526,0.02042586635516452,0.020543682571405587,0.019524588044262277,,,,,,,,0.07817376803004968,,,,,0.08770140327759904,0.018327646897469855,,,,,,,,,,,,0.07817376803004968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,0.02285168090341495,0.02621863634354455,,,,,,,,,,,,,,,,,,,,,,,,,,0.10602649892396764,0.09273014400681655,0.06464245286786688,0.08766992180446477,0.03434445913506409,0.023589229348884678,0.02080256705965394,0.02240538578833635,0.022433362958526312,0.022492715182477512,0.02235860037192243,0.02104372091838754,0.021181634020382797,0.0221225712642751,0.021768808289422095,0.021356989958636795,0.020763229568431282,0.020937478259460036,0.019831848352362423,0.0184667296369613,,,,,,,0.07814570661613761,,,,,0.08766992180446477,,,,,,,,,,,,,0.07814570661613761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,,0.02269211283098995,,,,,,,,,,,,,,,,,,,,,,,,,,0.10174104540579729,0.09084844983309746,0.05375016760509717,0.0714292374635558,0.04601681899889518,0.024865532863474073,0.021928097235228455,0.02361763703251433,0.023647127917294692,0.023709691414107212,0.023568320274761627,0.02218229880793807,0.022327673746612306,0.02331952072959045,0.022946617285099436,0.02251251737931311,0.021886631375267692,0.022070307852744372,0.020904857452344786,,,,,,,,0.06400608580737466,,,,,0.0714292374635558,,,0.04601681899889518,,,,,,,,,0.04857710841907619,0.06400608580737466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,0.022853773625843076,0.026221037406667348,,,,,,,,,,,,,,,,,,,,,,,,,,0.10603620867062531,0.09273863609337013,0.06464837272608202,0.08767795048351064,0.03434760434876709,0.023459777188026,0.020625794470852776,0.022260260642901857,0.02226620951512772,0.02237868383202389,0.022239958648223805,0.021488339689632367,0.021045653293543343,0.02197389951401065,0.022183671649623232,0.021785939846819792,0.020540517514282985,0.021349513723648555,0.019571774685026765,,,,,,,,0.07815286308193933,,,,,0.08767795048351067,0.018322745784001348,,,,,,,,,,,,0.07815286308193933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0.018351579468172757,0.020805211805728793,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810234049320866,0.08838908560650803,0.054416605812187456,0.08304961642002862,0.03993634082203781,0.023194338424256007,0.02039242118080672,0.022008393968342577,0.022014275531263807,0.022125477242568126,0.021988321683278824,0.021245207017187503,0.020807529455102912,0.021725272910464645,0.02193267155139719,0.02153943993788379,0.02030810910168433,0.021107951816027867,0.0193503272417906,,,,,,,,0.06611108992344962,,,,,0.08304961642002862,,,,,,,,,,,,,0.07577415425337498,0.07227462191321973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,0.018412977486402003,0.02087481882652648,,,,,,,,,,,,,,,,,,,,,,,,,,0.09843055689007957,0.08868480482232523,0.05459866489660711,0.0833274716243576,0.04006995396340547,0.023023520141291744,0.020289218230967267,0.02189429578543445,0.021847338262058806,0.022017986411711925,0.021880786930256857,0.021136733967176576,0.02064286379233566,0.021094923346822173,0.02181113455943979,0.02137297694119193,0.020197648938672964,0.02094342747548728,0.019244054379099783,,,,,,,,0.0663322746945651,,,,,0.0833274716243576,,,,,,,,,,,,,0.0760276682853537,0.072516427724073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,0.018431362644172763,0.020895662106101724,,,,,,,,,,,,,,,,,,,,,,,,,,0.09852883873065774,0.08877335563545316,0.05465318106972135,0.08341067319855078,0.04010996337665916,0.02294231518052578,0.020222448479093564,0.021820050109591562,0.02176822773659734,0.022120984588795082,0.021983359234965586,0.021065911932640447,0.020554464412112693,0.02101963540108695,0.02173211110821435,0.02129539199080398,0.020125443910000214,0.02086812425936209,0.019176899273080354,,,,,,,,0.06639850674945429,,,,,0.08341067319855078,,,,,,,,,,,,,0.07610358108530155,0.07258883458850673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09492382875919125,0.08616369024364107,0.05024966385277431,0.07638417881535445,0.0420377458488584,0.024308246208959064,0.021428699285685995,0.023121548277544274,0.023007374256840678,0.023448481511490153,0.0233019537756456,0.02232166055191366,0.021720407414550464,0.02221190900991983,0.02256590324817977,0.022504693740968255,0.021262348839225773,0.022103588765900014,0.020311585436729715,,,,,,,,0.061112201621101724,,,,,0.07933101620608615,,,0.03328950541974576,,,,,,,,,,0.07280727944094606,0.06738409927626551,0.02269839019248214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09522124570506314,0.08643365977534134,0.05040710694951344,0.07662350701643059,0.04216945922520592,0.02410563918716182,0.021212206777341973,0.022935322399760587,0.02279995797231594,0.023589884473118834,0.02343149204252951,0.022095162113182496,0.021512915489206454,0.022012969154140558,0.022362889440512942,0.022300877749899972,0.02107171113911745,0.021904557348854426,0.020132232598397533,,,,,,,,0.061303679404912624,,,,,0.07957957748791966,,,0.03339380866120733,,,,,,,,,,0.07303540044040029,0.06759522827589654,0.022769509172568616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09387503508164118,0.08577016017123272,0.04654354328278895,0.06998546264315321,0.046400075118480336,0.024809820434895512,0.021831864199394865,0.023605315998322347,0.023465997264141558,0.02427899933761998,0.024115979899277887,0.02274061269447326,0.022141357305412137,0.022656018689767122,0.023016160953742003,0.022952337758802982,0.021687264359947635,0.022544439925923178,0.020720341486974724,,,,,,,,0.05617256639497757,,,,,0.07252369577217739,,,0.03846271968749377,,,,,,,,,0.04017576006799986,0.06664815495498833,0.06287631651637146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09399867042081812,0.08588312122456078,0.04660484208023025,0.07007763492733736,0.04646118496541802,0.02474056642359119,0.021770922840547602,0.023539424234805574,0.023400494394257332,0.024211227057727935,0.024048662671047966,0.022677134659525658,0.022079552029023872,0.02259277679011013,0.022951913754732437,0.022888268715547316,0.021626726636384305,0.022481509486681327,0.0206625028271854,,,,,,,,0.05624654681258958,,,,,0.07261921096125147,,,0.03851337587515959,,,,,,,,,0.04022867236484618,0.06673593193676212,0.06295912590985864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,0.020709945866608962,0.023650794023979436,,,,,,,,,,,,,,,,,,,,,,,,,,0.10148328888285,0.08985813973914106,0.05845466312982779,0.0790809890165977,0.03794760949296992,0.0245584881900951,0.021610699703190208,0.023366185808942303,0.023228278422751568,0.02403304449804165,0.023871676504194785,0.022510242255008094,0.021917057534718502,0.02242650521745153,0.022782999113076075,0.022719822469646617,0.021467564711194872,0.022316056785899287,,,,,,,,,0.07078045280997601,,,,,0.08277655117105844,,,0.03794760949296992,,,,,,,,,,0.07447601496443677,,0.026025320195373385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,0.021861456929316427,,,,,,,,,,,,,,,,,,,,,,,,,,0.09935443350410254,0.0889380632262859,0.052688298833704204,0.07040780223594326,0.044310030807016475,0.02536072241118788,0.022322479474294055,0.024129785073894676,0.02399214978654708,0.024821326201141955,0.024654377575367887,0.02324566165717478,0.022631181503308402,0.02315747759476985,0.023392073591894477,0.023460051555593355,0.02217922056768178,0.023042427830807677,,,,,,,,,0.0631940809612127,,,,,0.07344122362142753,,,0.044310030807016475,,,,,,,,,0.04672225304236022,0.066227502346697,,0.022155888861253296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,0.022012737139331478,,,,,,,,,,,,,,,,,,,,,,,,,,0.10004196131229136,0.08955351026289954,0.05305289927816085,0.07089502077510054,0.0446166540475412,0.025018939214497278,0.022010976719410685,0.023799945191800457,0.0236294212882995,0.02499685162341117,0.02482373452164567,0.023016546655761097,0.022272574161694637,0.02281577447913955,0.023195533663301248,0.022294162393661453,0.02183415542934508,0.021880564920602575,,,,,,,,,0.06363138090286026,,,,,0.0739494332878342,,,0.0446166540475412,,,,,,,,,0.0470455687424747,0.06668579341559393,,0.022309206525800433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,,0.02203700559695841,,,,,,,,,,,,,,,,,,,,,,,,,,0.10015225491565628,0.08965224062775155,0.05311138868953974,0.07097318065121003,0.044665842722777474,0.0249576973504199,0.021956387176894094,0.02374124183562924,0.023572792532394794,0.024910718640675802,0.024749696858544605,0.022959528627583995,0.02221967930539966,0.02276100913825475,0.023139892118719623,0.02224074664639719,0.021781751794894184,0.021828058870829805,,,,,,,,,0.06370153280906844,,,,,0.07403096057255676,,,0.04466584272277747,,,,,,,,,0.047097435231604826,0.0667593127304152,,0.02233380183304618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,0.022051372899171827,,,,,,,,,,,,,,,,,,,,,,,,,,0.10021755043447794,0.08971069053055447,0.05314601532558245,0.0710194525065661,0.04469496317919301,0.024919680627319012,0.021922976703690988,0.02370509838214344,0.02353685967436985,0.024874041651379526,0.02471325567104,0.022924583069137097,0.022185724755828664,0.022726321449643903,0.0231046259339835,0.022206845744726516,0.021748555748736218,0.021794791792701503,,,,,,,,,0.06374306382240415,,,,,0.0740792259858869,,,0.04469496317919301,,,,,,,,,0.04712814099525643,0.06680283730172494,,0.022348362635288492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,0.020406055745957975,,,,,,,,,,,,,,,,,,,,,,,,,,0.10189543727257816,0.09362854508732377,0.06078287332517213,0.0824304013304192,0.03915645378388455,0.023128500075945812,0.020438244517741795,0.022095819781891176,0.02183458210481666,0.023182541871809254,0.02303105532507801,0.021371808926968383,0.020568588320427898,0.021169060819349123,0.021429690794906524,0.02008675683340518,0.02017098038589015,0.01970123283143485,0.019239106784634898,,,,,,,,0.07373896710870562,,,,,0.08634296460374305,,,0.03915645378388455,,,,,,,,,,0.07765153038202947,,0.02736234820200191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,0.021942273503555525,,,,,,,,,,,,,,,,,,,,,,,,,,0.10001138154773818,0.08957312615586918,0.05297292344084415,0.07101232158042678,0.0444692250592531,0.02497121149312791,0.02207512640101167,0.023858130206265527,0.023580160857614225,0.02502841827360755,0.02486460272827081,0.023148567336463973,0.022205681716685882,0.022853950399885373,0.022978357175882657,0.02168479099050041,0.021790351519673987,0.021267872221455698,,,,,,,,,0.06518313201869184,,,,,0.07405977402262096,,,0.0444692250592531,,,,,,,,,0.046878908514047746,0.0668205741464061,,0.02229991363084772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09440800438685108,0.08613566675026826,0.046642424590411506,0.0643545486095648,0.03740253961720001,0.02414383182567525,0.021337593459507555,0.023067954249145393,0.022814714579397644,0.024179215672611578,0.024021560614654967,0.022382652511277128,0.021685150448945725,0.022114076777649136,0.022222370700622024,0.020987029417167267,0.02108881386886801,0.02057328305033396,,,,,,,,,0.05756753754988716,,,,,0.07564266869858172,,,0.03740253961720002,,,,,,,,,0.039093960223862224,0.06971779441499434,,0.0312962739503289,0.06971779441499434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0947342309813144,0.08643330830522186,0.04680359735781047,0.06457692557185178,0.037531783987980266,0.02376644055582386,0.02149781829563191,0.02243064642170086,0.022855196564345173,0.02420790434709105,0.024051503044593477,0.022374874194778887,0.02171584580760164,0.021748323880928584,0.021851205553577367,0.020641025588764284,0.02079178886285969,0.02023440740019656,,,,,,,,,0.057766462014486424,,,,,0.07590405172818733,,,0.037531783987980266,,,,,,,,,0.039229049293806495,0.06995870405812483,,0.031404418137217664,0.06995870405812483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,0.016447667057208445,0.018751384839136964,,,,,,,,,,,,,,,,,,,,,,,,,,0.08223120529511044,0.07312144557962395,0.04323590215858644,0.05070660686105361,0.03805824610060037,0.017436109393386762,,0.016459918995727584,0.016448696676646883,0.01781471090537202,0.017697556445922028,,,,,,,,,,,,,,,,0.043664541479832765,,,,,0.05939409780205385,,,0.038058246100600365,,,,,,0.061422069098727924,,,0.04025220277287628,0.05333836030266776,,0.01836130976383506,,0.0545628787450443,0.0545628787450443,0.0545628787450443,0.037803695378632485,0.037803695378632485,0.037803695378632485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,0.016671491509473727,0.01900655892712386,,,,,,,,,,,,,,,,,,,,,,,,,,0.08335023052952657,0.07411650265664156,0.04382426840439997,0.05139663654535051,0.03857615335504656,0.017820651720352448,,,0.01650458710272982,0.017959589586726887,0.017838392410109344,,,,0.016490529165425937,,,,,,,,,,,,0.044258740769382146,,,,,0.06020234929219503,,,0.03857615335504656,,,,,,0.059863487439557495,,,0.04079996600317349,0.05406420362366569,,0.018611175601127912,,0.05317834866764045,0.05317834866764045,0.05317834866764045,0.036844428666674346,0.036844428666674346,0.036844428666674346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,0.018456713583563388,,,,,,,,,,,,,,,,,,,,,,,,,,0.08093897153640345,0.07197236841208955,0.042556465536479675,0.049909770806660606,0.03746017447764558,0.018291172257361498,,0.016913794750257272,0.01694018197925002,0.018435419230655215,0.018310959165577262,,,,0.016924751795086887,,,,,,,,,,,,0.04297836894525535,,,,,0.058460740958112226,,,0.03746017447764559,,,,,,0.06237928287447148,,,0.039619653911422054,0.052500167191307845,,0.018072768397503963,,0.055413197530219574,0.05541319753021955,0.05541319753021955,0.038392835707530805,0.03839283570753081,0.038392835707530805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,0.018467047749122698,,,,,,,,,,,,,,,,,,,,,,,,,,0.080984290370023,0.07201266672237641,0.0425802934817139,0.04993771596776462,0.03748114894003727,0.01826190511111187,,0.016886731503701676,0.016913076511294985,0.01840592127922788,0.01828166035889995,,,,0.016897671016498403,,,,,,,,,,,,0.04300243311996004,,,,,0.05849347392398103,,,0.03748114894003727,,,,,,0.062354088670662146,,,0.039641837495789305,0.05252956275066298,,0.0180828875869192,,0.05539081684022168,0.05539081684022167,0.05539081684022168,0.038377329326516774,0.038377329326516774,0.038377329326516774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09470350952743588,0.08641277251934529,0.04391752964007876,0.0519550295932625,0.05166972294808664,0.02503098245385897,0.022129274259482253,0.023136258040068445,0.02364577446955323,0.025121101542325157,0.024954953105832352,0.022103763022762506,0.021413260414581203,0.022923865120392215,0.023189715256606215,0.021750261607717817,0.02189474318000189,0.021317353650975347,0.02086412061508838,,,,,,,,0.04556730487769379,,,,,0.06887432752504564,,,0.05166972294808664,,,,,,,,,0.05400410832949016,0.06329770903331623,,,,,,,,,,0.06845283631891261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09219135260987196,0.08412054021102242,0.042752549308957236,0.05057684215706046,0.05029910371147806,0.022785859768930914,,,0.021079305208190156,0.02263585235761975,0.022495198048535968,,,,,,,,,,,,,,,,0.04435856170931015,,,,,0.06704732956902502,,,0.05029910371147806,0.028868721460241196,0.027166006684585204,0.026463587486457434,0.025479715156784644,0.024477913347869435,0.023790971627620578,0.024073811367055144,0.023020297759273528,0.052571565913757425,0.06161863949927824,,,,0.022767154388910162,,0.022422997868301923,,,,0.06663701906838496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0909103520731765,0.08295168376074953,0.04215850185158205,0.04987407600694521,0.04960019674216211,0.023272924570911173,,,0.02156578188458914,0.02312544291180899,0.02298084446238182,,,,,,,,,,,,,,,,0.04374219868015355,,,,,0.0661157056940031,,,0.04960019674216211,0.02971159290357883,0.027959164472867976,0.027236236951080295,0.026223638794677942,0.025192587677379558,0.024485589524772502,0.024776687251653395,0.023692414521532753,0.051841083040429524,0.060762447372419606,,,,0.023431880199746645,,0.02307767544393482,,,,0.06571109646530074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0952128955345365,0.09073535054235561,0.05338001415117922,0.06277441393954826,0.046710955399990574,0.023355467151181492,,,0.021774641241712578,0.022943518815095352,0.022859280839636374,,,,,,,,,,,,,,,,0.05393753952712039,,,,,0.07372401372516577,,,0.046710955399990574,0.028833175704715386,0.02820008446945566,0.026284187415973766,0.025207139742451066,0.025351716920366318,0.022978724938936105,0.02370634138454723,0.022525062539880628,0.049500756086899064,0.06614226727218275,,0.023154327530679635,,0.022118317294143344,,0.02187885243225636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09980687287095498,0.09501097811365983,0.0557827112469997,0.06512519107882032,0.04983105034903849,0.02180191332594985,,0.020025997895834938,0.020321720006847066,0.021413613117304168,0.02133512617317134,,,,,,,,,,,,,,,,0.0557827112469997,,,,,0.07312745715051465,,,0.04983105034903849,0.027016983856119312,0.026420721546891762,0.024599871320855247,0.023601241505324708,0.023723787906011467,0.02197691944479702,0.022204493809081422,0.02112019749916237,0.05288353161620283,0.06512519107882032,,,,0.021176819864199763,,0.02095384762740011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
