,threshold,YLR255C,YKL031W,BRP1,URA3,NAB2,ACT1,PGK1,RPA190,YCR013C,YBL071C,YPR136C,YLR163W-A,YKL165C-A,YMR173W-A,YHR056W-A,YPL025C,YAL016C-B,YIL054W,PUF3,YLR339C,Q0010,Q0032,Q0297,UTR5,NOP1,RPA135,Q0182,Q0142,RPS3,MRT4,Q0143,YHR214C-E,YAL059C-A,YDL247W-A,ARX1,ISW1,CDC6,POL1,YGL165C,YDL011C,YNL043C,RPS5,YGL052W,PRM8,MST27,YGL024W,YHL002C-A,THI12,YLR154W-B,YAL064W-B,YPL142C,YHR063W-A,YDL228C,TTI1,YMR242W-A,YER175W-A,CAB1,YML116W-A,NAB6,YBL094C,YKL118W,UCC1,AIM26,YOR345C,YGL182C,ARL3,YPR053C,YGR242W,YER066C-A,MOH1,YKR041W,YKR040C,RPL3,YDR274C,YGL039W,YHR130C,CET1,ESL2,YIL024C,RLP7,YLR123C,YBR131C-A,YLL066W-B,YRF1-8,YOR394C-A,YLR466C-A,YIR040C,YDR215C,YPR027C,YHR214C-D,YPL278C,YDR543C,YBL109W,YHR217C,ERC1,YHR032W-A,TPI1,MDH2,PGI1,ZWF1,MDH1,IMP3,ARF1,YPT31,HHT1,HHT2,MRPS16,MRPS5,CDC42,NSA2,CDC19,OXA1,COX18,RPL5,ASC1,RPS16B,RHO1,RPS16A,BNI1,RPS13,FUM1,CYT1,RPS2,PWP2,YTM1,PUF6,RIP1,COX6,MRPL4,NOP7,RPS20,QCR2,QCR7,ACO1,PGM2,GLK1,HXK1,SOL4,ATP1,NQM1,COX4,ALD3,CIT3,CIT1,CIT2,IDH1,KGD1,QCR9,ATP16,MRPS9,QCR6,MRPL9,RPS8B,LSC1,ATP4,RSM23,RSM10,RPS8A,PDB1,VMA8,VMA10,IRC15,PDX1,HSP82,HSC82,TAL1,SSE1,GAD1,MSC1,AHA1,TKL1,AIM22,MAE1,MLS1,ACS1,ACS2,KGD2,LPD1,RPF2,TKL2,HSP104,SIS1,BTN2,TFS1,IDH2,MRPS28,MRP17,TOM40,TOM22,TOM70,RPN10,RPT5,RPT2,RPT1
41,510,,,,,,,,,,,,,,,,,,,0.06635694050839172,,,,,,,,,,0.02259577898545411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13569656646940642,,0.1389627585187555,0.14228160680923552,,,,,,,0.061081083643351596,0.06113628321574879,,,0.14148475505214309,,,,0.022693785421038774,,,,,,0.13760236677714222,,0.02258268629972405,0.0158523205802825,0.01584406310365004,0.015829004615675567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,520,,,,,,,,,,,,,,,,,,,0.06268084902872645,,,,,,,,,,0.02129634914430545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13901935508173502,,0.1458959674741895,0.14433060147177407,,,,,,0.05855941357274761,0.05857786832689601,,,0.14255613324668434,,,,0.021389137102136007,,,,,,0.1418682993762555,,0.021283429378348623,,0.014194404089638221,0.014184884203290933,,,,0.014163308503272312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,530,,,,,,,,,,,,,,,,,,,0.04547022417709886,,,,,,,,,,0.015416168494455927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10016187817219593,,,0.10476149350356247,0.10407481449877512,,,,,,0.04226975640342749,0.042584659028969955,,,0.10435810076135606,,,,0.015543163067287865,,,,,,0.10287410661247813,0.10176376122696643,0.015436239920395854,,,,0.10339849516177974,0.1018871389712501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,540,,,,,,,,,,,,,,,,,,,0.04493920146481775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10210009449992916,0.10807573715581761,0.1064867266620339,,,,,,0.042188439386149156,0.04273143456810701,,,0.10639670397209193,,,,0.0158805830599193,,,,,,0.10209701624706766,0.09861567672990544,0.015820209275286993,,,,0.10006033336147184,0.09883208804220567,,,0.01577575557519655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,550,,,,,,,,,,,,,,,,,,,0.04442484984664282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10400602160222754,,0.10617399132664679,0.10995642778999497,0.10720046641111017,,,,,,0.04251730734547911,0.04278503824494476,,,0.10488099838428289,,,,0.016981496088842595,,,,,0.01687523738722676,,0.09550290058223804,0.01691096893475584,,,,0.09705561316222948,,,,,0.09472868289337821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,560,,,,,,,,,,,,,,,,,,,0.04379822609948202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016606391511677955,,,,,,,,,,,,,,,,,,,,,,,,0.10569278156637736,,0.10945345519020268,0.11268237766254308,0.11022860009126403,,,,,,0.041980895436972504,0.04208497152755446,,,0.1094993058865226,,,,0.016717940595312585,,,,,,,0.09050805918021218,0.01662148912237177,,,,0.09313536890556832,,,,,,0.09099013722393853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,570,,,,,,,,,,,,,,,,,,,0.03919533292136885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015283033121477161,,,,,,,,,,,,,,,,,,,,,,,,,,0.11401139526963354,0.11524058889787489,0.1160885279972502,,,,,,0.037977413180194264,0.038047978265093596,,,0.11342413257654597,,,,0.015387902250421618,,,,,,,0.08993524825555152,0.015297935682026934,,,,0.09087647747513762,,,,,,0.08894445029217211,0.11028958381525167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,580,,,,,,,,,,,,,,,,,,,0.05627019636787913,,,,,,,,,,0.022079883517295635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054627686599838375,0.0547748104226478,,,,,,,0.02222343398768929,,,,,,,,0.022133052957275308,,,,,,,,,,0.08954332953180962,,0.10998203720862101,0.09893241023339094,0.09728501545150642,0.09513521488493563,0.09483356395645347,0.09269957818954384,0.08947978669111359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,590,,,,,,,,,,,,,,,,,,,0.05490840187779742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02266276992456285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053571646528183615,0.05361687970713261,,,,,,,0.022785847242956046,,,,,,,,0.022734265349682387,,,,,,,,,,0.08945136365866184,,0.11212701572692081,0.10004829498805869,0.09415520884631791,0.09841432844285715,0.09327743265187313,,0.08934931342349807,0.09289723163149755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,600,,,,,,,,,,,,,,,,,,,0.0292434501867386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012291783483633854,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14851902080604873,,,,,,0.028608373716028687,0.02859325191900109,,,,,,,0.012359532739082168,,,,,,,,0.01233227322362339,,,,,,,,,,0.04733164812230983,,,,,,0.04893521700708478,,0.04729676691104929,,0.14947141236532382,0.1458723356263951,0.14583431326418136,0.14331062062949954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,610,,,,,,,,,,,,,,,,,,,0.030567342101432266,,,,,,,,,,0.012738177646210573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14541299513365966,,,,,,0.030153590201677065,0.03003408038895497,,,,,,,0.012805381945151526,,,,,,,,0.012777107408923601,,,,,,,,,,0.05032959335265182,,,,,,0.050603751728612464,,0.05038928215505656,,0.14628602951888012,0.14280468701365776,0.1428204414253228,,0.14227753997980894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,620,,,,,,,,,,,,,,,,,,,0.03279960359096082,,,,,,,,,,0.013915953493484304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13877849193466793,,,,,,0.03255017865249645,0.03247423678977078,,,,,,,0.013991231796262282,,,,,,0.13562729012448077,,0.013945441501703518,,,,,,,,,,0.055826314218670674,,,,,,0.05456354208068924,,0.054743325193609936,,0.14279348451454232,0.13918676716968037,0.13880413893898066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,630,,,,,,,,,,,,,,,,,,,0.03105294287662139,,,,,,,,,,0.013018616120162183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1430004828399789,,,,,,0.030867112834576573,0.030799410562414548,,,,,,,0.013080084927233924,,,,,0.013034251147913848,0.139147557197178,,,,,,,0.05077300567982841,,,,,0.052123240512213474,,,,,,,,0.05113200305738835,,0.14624393659044183,0.14289517603955085,0.14283217961449773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,640,,,,,,,,,,,,,,,,,,,0.03166919758926745,,,,,,,,,,0.013439628752418727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1408874053898383,,,,,,0.03152217864476479,0.03146278227744213,,,,,,,0.013473011396939186,,,,,0.013450949059266545,0.13889894579904416,,,,,,,0.052253779907541764,,,,,0.05279421556943636,,,,,,,,0.05260700431381993,,0.14598935683436703,0.14080895251803202,0.14074259194782157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,650,,,,,,,,,,,,,,,,,,,0.033864622496853104,,,,,,,,,,0.014452693130169445,,,,,,,,,,,,,0.01444098510848987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1341100898243019,,,,,,0.03372634950942012,0.03361122894162094,,,,,,,,,,,,0.014452318524973477,0.13520761679168364,,,,,,,0.05589437314971844,,,,,0.05600037832893414,,,,,,,,0.0562846075349852,,0.1429532202985034,0.13711578974250438,0.13788572661784199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,660,,,,,,,,,,,,,,,,,,,0.03296074533473831,,,,,,,,,,0.014121915547636544,,,,,,,,,,,,,0.014120304296716027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13880577178004644,,,,,,0.03290731995002208,0.03287387040369101,,,,,,,0.014106556716971816,,,,,,0.13076905295892152,,,,,,,0.055848970175854946,,,,,,,,,,,,,0.055426454543132095,,0.1453799753707894,0.13866616344634256,0.13936292641229422,,,0.05464997306284303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014506793697976033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1426459930964736,,,,,,0.03418952337719725,0.033850091992140056,,,,,,,0.01449220169320453,,,,,0.014486205934808196,0.1349629234740618,,,,,,,0.04972386935966677,,,,,,,,,,,,,0.049236438436982936,,0.14494149183235353,0.1425559819071306,0.14163457654653214,,,,0.04877628020345442,0.03399762844801836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014861827314290895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1409065200145921,,,,,,0.03445963684408376,,,,,,,,,,,,,0.014891036009550647,0.13543580163848398,,,,,,,0.050089265329806835,,,,,,,,,,,,,0.050051159956814,,0.14324584880737673,0.14304414561373918,0.13998252209852066,,,,,0.03440652291984111,0.049578830422158986,0.03418499419341122,0.014861888837329853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014693443369561332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14079270666860397,,,,,,,,,,,,,,,,,,,0.014700830020867934,,,,,,,,0.050404171603361594,,,,,,,,,,,,,0.05083611865326901,,0.143327530869844,0.14295856758501824,0.1398806599904469,,,,,0.03491692267503691,,,0.014727842521811434,0.1326413114522734,0.050117431811847635,0.03503831950357501,0.034964143274482655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132844236475249,,,,,,0.030409563684249713,0.030532029554350314,,,,,,,,,,,,0.013175001019179094,,0.0694103115832916,,,,,0.06785785406917112,,,,,0.06715495469125445,,0.1259597230970047,,,,,,,,,0.13612903311652322,0.135188204475438,0.13444846915468936,,,,,0.0305218294425887,,,0.013207120444699405,,,,,0.013161669192311298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013474015562383746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13348929653032401,,,,,,,0.02965492144140813,,,,,,,,,,,,0.013462273981750608,,0.0703611196722644,,,,,0.06908731398258731,,,,,,,0.1260901604067039,,,,,,,,,0.13639983267792988,0.13567442077875144,0.1322468616756172,,,0.06733905501483885,,0.02966684127765638,,,0.013498352594890635,,,0.02955553440289352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013791293759533538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13255717029371933,,,,,,,0.03024450788095601,,,,,,,,,,,,0.013758215142403234,,0.06790498148258088,,,,,0.06672000814347984,,,,,,,,,,,,,,,,0.13753301174112748,0.13764441981422365,0.1310587319031433,,,0.06505874939041012,,0.030232378464466185,,,0.013791293759533538,0.12963598963416567,,0.030069248590257208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013777856620175546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13096450569188656,,,,,,0.030017248787582957,0.030194970288698057,,,,,,,0.013765193345323959,,,,,0.013767261807867415,,0.06755412521737662,,,,,0.06636663484428146,,,,,,,,,,,,,,,,0.13631124285871438,0.13991488666790458,0.13360195040490638,,,0.06474212511583248,,0.030031412914636537,,,,0.12899058543481298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014161061656845577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12893389152590282,,,,,,0.03078414104770771,0.030862203907703247,,,,,,,0.014167147724882334,,,,,0.014169871640474292,,0.07230248873546086,,,,,0.06976089702318145,,,,,0.0691763191804442,,,,,,,,,,,0.13173856476042267,0.13745157921714504,0.13115243221036618,,,,,,,,,0.12457130491330468,,0.030768096456158904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012138817626454905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14473422852678144,,,,,,0.026631254917030497,0.026739673666479127,,,,,,,0.012121116084391374,,,,,0.012123645202114649,,0.061137839715842864,,,,,0.06160633075418422,,,,,0.0613509155609653,,,,,,,,,,,,0.14258648476226476,0.13693186607355484,,0.137564218471852,,,0.026633568128374602,,,,,,,,,0.13770004050970946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012526794110903412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14467420645779436,,,,,,0.027020909893690433,0.027204576741263004,,,,,,,0.01253051918124331,,,,,0.012532083262875516,0.13664794511792017,0.06151371039222467,,,,,0.06170484424728792,,,,,0.06170429993776608,,,,,,,,,,,,0.13964005346910038,0.13715247724416268,,0.1380928665648863,,,0.027054713378881847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00784351452172701,,,,,,,,,,,,,0.007914062800359618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13753384109101288,,,,,,,,,,,,,0.007831557261413893,,,,,,,0.13243090555680392,0.05540567569848075,,,,,0.054412965764553824,,,,,0.05584128392325537,,,,,,,0.04597675360875889,,,,,0.13576092579623433,0.13318544365448037,,0.13390309884930407,,,,,,,,,,,,,0.045979985736807547,0.045979985736807547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,780,,,,,,,0.026291249221907616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026998233015037433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01656863864728442,,,,,,,,,,,,,,,,,,,,,0.26506752452818905,,,0.26506752452818905,0.26506752452818905,0.026381216266971402,0.026381216266971402,0.026002255592538593,0.022934141687260278,0.016769935871669056,0.01647053984579268,,,,,,,,,,,,,,,,,,,,,,,,,
69,790,,,,,,,0.025841560634358718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026545834699436416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01545980670757681,,,,,,,,,,,,,,,,,,,,,0.39857437485038005,,,,0.39857437485038005,0.02737474774329977,0.02682462051725145,0.02544936719055464,,0.015552416294615522,0.015482571579099085,0.02432032493304768,,,,,,,,,,,,,,,,,,,,,,,,
70,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026508738990403864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017517261484306556,,,0.017807243496293354,,,,,,,,,,,,,,,,,,,,,0.2619877401243107,,,0.2619877401243107,0.2619877401243107,0.028971682391835347,0.02838853341957581,0.02578442709587135,,0.01762676346348119,,0.02580726392761229,0.02562486535768814,,,,,,,,,,,,,,,,,,,,,,,
71,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002872339438659992,,,,,,,,,,,,,0.002871060261781539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029054952441942183,,,,,,,,,,,,,,,0.002857674424602945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21675959581164944,,,0.16217621350638273,0.1941775741826373,,,0.027749944599462308,,,,,0.02759524708653652,0.16217621350638273,0.11444086370515417,0.01972401801998977,0.019260082327531954,0.018284220687286263,,,,,,,,,,,,,,,,,,
72,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004064546608479297,,,,,,,,,,,,,0.004049453663120655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03488954635736596,,,,,,,,,,,,,,,0.004014168304817034,,,,,,,,,,0.002397549852545154,0.0024198949408155714,,,,,0.0024556287425212347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19754154259935475,,,0.1571765214907375,0.18359226409011314,,,0.03340869952477362,,,,,0.03322139824450554,0.1571765214907375,,,,,0.18359226409011314,,,,,,,,,,,,,,,,,
73,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03894040800005404,,,,,,,,,,,,,,,,,,,,,0.005184194212445715,,,,0.0031383920077444265,0.0031719101369315794,,,,,0.0032165314565437905,,,,,,,,,,0.03796114740962153,,,,,,,,,,,,,0.00519821478112637,,,,,0.005199772780721763,0.1879445221550818,,,,0.17768594005255706,,,0.037897087702184515,,,,,,0.15838796962621512,,,,,0.17768594005255706,0.15838796962621512,,,,,,,,,,,,,,,,
74,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03941941640652169,,0.04153247211433645,,,,,,,,,,,,,,,,,,,,,0.005409202432366487,,,,,0.003333639152400352,,,,,0.0033574013755586097,,,,,,,,,,0.03961853749759724,,,,,,,,,,,,,0.005425118525794635,,,,,0.005427106697578098,0.18643713798112538,,,,0.1762633875242549,,,,,,,,,0.15711462591877792,,,,,0.1762633875242549,0.15711462591877792,0.003283940930655462,,,,,,,,,,,,,,,
75,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05002895959030559,,,,,,,,,,,,,,,,0.0066433070763453365,,,,,,,,,,0.004458601557751233,,,,,0.004506634255215127,,,,,,,,,,0.04998479228199484,,,,,,,,,,,,,0.006656787360310745,,,,,0.006656787360310744,0.20061638697185397,,,,0.15881792774445178,,,,,,,,,0.14254603417874262,,,,,0.16566037535848022,0.1493884817927711,0.004396304679614866,0.04963861979185191,,,,,,,,,,,,,,
76,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031421920374295795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025306069385078414,,,0.024653544499613864,,0.03166971842929713,,,,,,,,,,,,,,,,,,,0.13903237660308265,,,,0.09641302911187219,,,,,,,,,0.08302331726489719,,,,,0.11293133646576275,0.10141701847122526,,0.031455911779858056,0.10728810588491965,0.09530691489364984,0.09530691489364984,0.024773821942797234,,,,,,,,,,
77,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019441569706827574,,,,,0.018683628501661585,,,,,0.018948492041143936,,,,,,,,,,,0.08326743507521035,,,,0.08281036193360236,,,0.008578113781983077,,,,,,,,,0.17927452985941883,,,0.10525540870788927,0.12288356824085529,,,,,,,,,,,,,,0.13798290219463055,0.12288356824085529,,,,,,,0.08281036193360236,0.008596707853780687,0.008583351928538763,,,,,,,
78,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03541195614812193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030443869931729088,,0.03526224065955601,,,,,,,,,,,,,,,,,,,0.1795144665182032,,,0.10614199795115555,0.12398499331612385,0.0450094946391752,0.04390975374469863,,,0.030737515568405347,,0.04134757144223388,,,,,,,0.13926016751990483,0.12398499331612385,,0.03446925853256051,,,,0.030521720712008107,,,,,,,,,,
79,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06881888174226261,,,,,,,,,,,,0.07073121264235917,0.07073121264235917,,,,,,,,,,,,0.16114615480403868,,,0.11673836124478712,0.13539806352600436,,,,,,,,,,,,,,0.13539806352600434,0.11673836124478712,,,,,,,,,,0.03098664324792971,0.029390947715295147,0.02748665881981813,0.012191897511365582,0.012169160771307086,0.012074380561681858,
80,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06403602780690493,0.06403602780690491,,,,,,,,,,,,0.1895639564519601,,,0.11349839582607797,0.1469311504909003,,,,,,,,,,0.11210906006185394,,,,0.1469311504909003,,,,,,,,0.06403602780690493,,,0.02399056155418234,0.022739386697979952,0.020818127322694904,0.010482799098663204,0.010402554159163748,,0.010424774424908417
